url,doubt_withought_tags
7125e38a.hitdomchckmailfixlogin-ga4.pages.dev,"['Mail', 'Security Center', 'Always secure mailbox', 'Continue', 'This is secured by www.', '© 2021']"
76.96.69.84,"['Sign in to Xfinity', 'Sign in to Xfinity', 'Advertisement', 'Ad Info', 'Ad Feedback', 'Xfinity ID', 'Password', 'Stay signed in', 'Sign In', 'Forgot', 'Xfinity ID', 'or', 'password', '?', ""Don't have an Xfinity ID?"", 'Create one', 'Pay any balance', 'without signing in', 'By signing in, you agree to our', 'Terms of Service', 'and', 'Privacy Policy', '.', '© 2021 Comcast', 'Privacy Policy', 'Terms of Service', 'Ad Info', 'Ad Feedback', 'Do Not Sell My Personal Information', 'Why Stay Signed In?', ""With this option selected, you'll stay signed in to your account on this device until you sign out. You should not use this option on public or shared devices."", 'For your security, you may be asked to enter your password before accessing certain information.']"
78.111.15.85,"['Outlook', ""To use Outlook, browser settings must allow scripts to run. For information about how to allow scripts, consult the Help for your browser. If your browser doesn't support scripts, you can download"", 'Windows Internet Explorer', 'for access to Outlook.', 'User name:', 'Password:', 'Show password', 'sign in', 'Outlook', 'Please enable cookies for this Web site.', 'Cookies are currently disabled by your browser. Outlook requires that cookies be enabled.', 'For information about how to enable cookies, see the Help for your Web browser.', 'retry']"
7okudtymjgajqrtybt2f3iyide-ac4c6men2g7xr2a-translate.translate.goog,"['Log in to your PayPal account', 'NOTE: Many features on the PayPal Web site require Javascript and cookies.', 'Change', 'Stay logged in for faster checkout', 'Enable auto login on this browser and speed through checkout every time. (Not recommended for shared devices.)', ""What's this?"", ""You're logged in as"", 'Continue', 'Use password instead', 'Connect your Google account, check out faster on your devices', ""Automatically log in to PayPal for faster checkout without typing your password wherever you're logged in with your Google account."", ""What's this?"", 'Not now', 'Why connect my Google account?', 'Linking your Google account allows you to activate One Touch quickly and easily when you check out. You can always opt out later in Settings at PayPal.com.', 'Whenever you check out on a new device and browser when logged in with your Google account, you can automatically log in at checkout without typing your password.', 'Stay logged in for faster checkout', ""Skip typing your password by staying logged in on this device. For security, we'll occassionally ask you to log in, including every time you update your personal or financial info. We don't recommend using One Touch on shared devices. Turn this off at any time in your PayPal settings."", 'English', 'Français', 'Español', '中文', 'Log in to your PayPal account', 'Already set up to use your mobile number to log in? Type it below. Otherwise, click the link to log in with email.', 'PayPal One Touch™ only works for checkout. Please login with your email.', 'Please login with your email and password.', 'Something went wrong on our end. Please login with your email and password.', 'Change', 'Choose your phone country code', 'United States (+1)', 'US', '+1', 'Email or mobile number', 'Required', 'That email or mobile number format isn’t right', 'Required', 'Reload Image', 'Audio Button', 'Next', ""Log in with your email as usual, and then you'll be prompted to log in with your phone's biometrics."", 'Password', 'Show password', 'Show', 'Hide', 'Hide', 'Required', 'Forgot password?', 'Required', 'Reload Image', 'Audio Button', 'Log In', 'More options', 'Approve login using mobile device', 'Having trouble logging in?', 'or', 'Sign Up', 'or', 'Approve login using mobile device', 'English', 'French', 'Español', 'Chinese', 'Open the PayPal app', 'Open the PayPal app, tap Yes on the prompt, then tap', '{twoDigitPin}', 'on your phone to log in.', 'Open the PayPal app and tap Yes on the prompt to log in.', 'Not you?', 'Use password instead', 'Resend', 'Sent', 'PayPal', ""Sorry, we couldn't confirm it's you"", ""We didn't receive a response so we were unable confirm your identity."", 'Try Again', ""Sorry, we couldn't confirm it's you"", 'Need a hand?,', 'We can help', '.', 'Contact Us', 'Privacy', 'Legal', 'Worldwide', 'Welcome, !', 'Checking your info…', 'Just a second…', 'Securely logging you in...', 'Retrieving your info...', 'This may take a few seconds...', 'We recognize you on this device, and we’re securely logging you in.', 'We recognize you on this device, so no need to enter your password for this purchase.', ""We're taking you to PayPal Checkout to complete payment."", '原文', '翻訳を改善する', '原文', '翻訳を改善する']"
80.147.140.62,"['Outlook Web App', ""To use Outlook Web App, browser settings must allow scripts to run. For information about how to allow scripts, consult the Help for your browser. If your browser doesn't support scripts, you can download"", 'Windows Internet Explorer', 'for access to Outlook Web App.', 'Domain\\user name:', 'Password:', 'Show password', 'sign in', 'Outlook Web App', 'Please enable cookies for this Web site.', 'Cookies are currently disabled by your browser. Outlook Web App requires that cookies be enabled.', 'For information about how to enable cookies, see the Help for your Web browser.', 'retry']"
80.153.113.254,"['Outlook', ""To use Outlook, browser settings must allow scripts to run. For information about how to allow scripts, consult the Help for your browser. If your browser doesn't support scripts, you can download"", 'Windows Internet Explorer', 'for access to Outlook.', 'Domain\\user name:', 'Password:', 'Show password', 'sign in', 'Outlook', 'Please enable cookies for this Web site.', 'Cookies are currently disabled by your browser. Outlook requires that cookies be enabled.', 'For information about how to enable cookies, see the Help for your Web browser.', 'retry']"
90.186.222.200,"['Kerio Connect Client', 'JavaScript is disabled in your browser.', 'Kerio Connect Client', 'Integration with device']"
92.42.110.164,"['404 Not Found', 'The page that you have requested could not be found.']"
absecretsonline.com,"['Account Suspended', 'Account Suspended', 'This Account has been suspended.', 'Contact your hosting provider', 'for more information.']"
accounts.google.com,"['Sign in - Google Accounts', 'Sign in', 'Use your Google Account', 'Email or phone', 'Forgot email?', 'Type the text you hear or see', 'Not your computer? Use Guest mode to sign in privately.', 'Learn more', 'Next', 'Create account', 'For myself', 'For my child', 'To manage my business', '\u202aAfrikaans\u202c', '\u202aazərbaycan\u202c', '\u202abosanski\u202c', '\u202acatalà\u202c', '\u202aČeština\u202c', '\u202aDansk\u202c', '\u202aDeutsch\u202c', '\u202aeesti\u202c', '\u202aEnglish (United Kingdom)\u202c', '\u202aEnglish (United States)\u202c', '\u202aEspañol (España)\u202c', '\u202aEspañol (Latinoamérica)\u202c', '\u202aFilipino\u202c', '\u202aFrançais (Canada)\u202c', '\u202aFrançais (France)\u202c', '\u202agalego\u202c', '\u202aHrvatski\u202c', '\u202aIndonesia\u202c', '\u202aisiZulu\u202c', '\u202aíslenska\u202c', '\u202aItaliano\u202c', '\u202aKiswahili\u202c', '\u202alatviešu\u202c', '\u202alietuvių\u202c', '\u202amagyar\u202c', '\u202aMelayu\u202c', '\u202aNederlands\u202c', '\u202anorsk\u202c', '\u202apolski\u202c', '\u202aPortuguês (Brasil)\u202c', '\u202aPortuguês (Portugal)\u202c', '\u202aromână\u202c', '\u202aSlovenčina\u202c', '\u202aslovenščina\u202c', '\u202asrpski (latinica)\u202c', '\u202aSuomi\u202c', '\u202aSvenska\u202c', '\u202aTiếng Việt\u202c', '\u202aTürkçe\u202c', '\u202aΕλληνικά\u202c', '\u202aбългарски\u202c', '\u202aмакедонски\u202c', '\u202aмонгол\u202c', '\u202aРусский\u202c', '\u202aсрпски (ћирилица)\u202c', '\u202aУкраїнська\u202c', '\u202aქართული\u202c', '\u202aհայերեն\u202c', '\u202bעברית\u202c\u200e', '\u202bاردو\u202c\u200e', '\u202bالعربية\u202c\u200e', '\u202bفارسی\u202c\u200e', '\u202aनेपाली\u202c', '\u202aमराठी\u202c', '\u202aहिन्दी\u202c', '\u202aবাংলা\u202c', '\u202aਪੰਜਾਬੀ\u202c', '\u202aગુજરાતી\u202c', '\u202aதமிழ்\u202c', '\u202aతెలుగు\u202c', '\u202aಕನ್ನಡ\u202c', '\u202aമലയാളം\u202c', '\u202aසිංහල\u202c', '\u202aไทย\u202c', '\u202aລາວ\u202c', '\u202aမြန်မာ\u202c', '\u202aខ្មែរ\u202c', '\u202a한국어\u202c', '\u202a中文（香港）\u202c', '\u202a日本語\u202c', '\u202a简体中文\u202c', '\u202a繁體中文\u202c', 'Help', 'Privacy', 'Terms', 'Sign in Use your Google Account']"
accounts.microsoft.com.office.uko365.tvsmotorcoltd.myshn.net,"['Microsoft account requires JavaScript to sign in. This web browser either does not support JavaScript, or scripts are being blocked.', ""To find out whether your browser supports JavaScript, or to allow scripts, see the browser's online help."", 'Sign in to your Microsoft account']"
account.live.com,"['Microsoft account requires JavaScript to sign in. This web browser either does not support JavaScript, or scripts are being blocked.', ""To find out whether your browser supports JavaScript, or to allow scripts, see the browser's online help."", 'Sign in to your Microsoft account', 'Sign in', 'No account?', 'Create one!', 'Terms of use', 'Privacy & cookies', '...']"
acdn.adnxs.com,"['!function(e){var t={};function n(i){if(t[i])return t[i].exports;var r=t[i]={i:i,l:!1,exports:{}};return e[i].call(r.exports,r,r.exports,n),r.l=!0,r.exports}n.m=e,n.c=t,n.d=function(e,t,i){n.o(e,t)', '', 'Object.defineProperty(e,t,{enumerable:!0,get:i})},n.r=function(e){""undefined""!=typeof Symbol&&Symbol.toStringTag&&Object.defineProperty(e,Symbol.toStringTag,{value:""Module""}),Object.defineProperty(e,""__esModule"",{value:!0})},n.t=function(e,t){if(1&t&&(e=n(e)),8&t)return e;if(4&t&&""object""==typeof e&&e&&e.__esModule)return e;var i=Object.create(null);if(n.r(i),Object.defineProperty(i,""default"",{enumerable:!0,value:e}),2&t&&""string""!=typeof e)for(var r in e)n.d(i,r,function(t){return e[t]}.bind(null,r));return i},n.n=function(e){var t=e&&e.__esModule?function(){return e.default}:function(){return e};return n.d(t,""a"",t),t},n.o=function(e,t){return Object.prototype.hasOwnProperty.call(e,t)},n.p=""./"",n(n.s=27)}([,,,,,function(e,t,n){""use strict"";t.__esModule=!0;var i=n(6),r=function(){function e(e){var t=(void 0===e?{}:e).label;this.label=t}return e.prototype.prefix=function(){return this.label?""(""+this.label+"") "":""""},e.prototype.debug=function(e){for(var t=[],n=1;n<arguments.length;n++)t[n-1]=arguments[n];this.emitLog(""log"",e,t)},e.prototype.warn=function(e){for(var t=[],n=1;n<arguments.length;n++)t[n-1]=arguments[n];this.emitLog(""warn"",e,t)},e.prototype.info=function(e){for(var t=[],n=1;n<arguments.length;n++)t[n-1]=arguments[n];this.emitLog(""info"",e,t)},e.prototype.error=function(e){for(var t=[],n=1;n<arguments.length;n++)t[n-1]=arguments[n];this.emitLog(""error"",e,t)},e.prototype.emitLog=function(e,t,n){i.config.logging&&console[e].apply(console,[""""+this.prefix()+t].concat(n))},e}();t.ConsoleLogger=r,t.logger=new r({label:""pixie""})},function(e,t,n){""use strict"";t.__esModule=!0;var i=function(){function e(){this.baseURL=""https://ib.adnxs.com/pixie"",this.logging=!1}return e.prototype.applyConfig=function(e){for(var t in this)this.hasOwnProperty(t)&&e.hasOwnProperty(t)&&(this[t]=e[t])},e}();t.PixieConfig=i,t.config=new i},,function(e,t,n){""use strict"";var i=this&&this.__assign', '', 'Object.assign', '', 'function(e){for(var t,n=1,i=arguments.length;n<i;n++)for(var r in t=arguments[n])Object.prototype.hasOwnProperty.call(t,r)&&(e[r]=t[r]);return e};t.__esModule=!0,t.START_PIXIE=""START_PIXIE"",t.INIT_PIXEL=""INIT_PIXEL"",t.TRACK_PIXEL_EVENT=""TRACK_PIXEL_EVENT"",t.TRACK_PIXEL_EVENT_SUCCESS=""TRACK_PIXEL_EVENT_SUCCESS"",t.TRACK_PIXEL_EVENT_FAILURE=""TRACK_PIXEL_EVENT_FAILURE"",t.broadcastEvent=function(e,t){window.top.postMessage(i({type:e},t),""*"")}},,function(e,t,n){""use strict"";var i=this&&this.__assign', '', 'Object.assign', '', 'function(e){for(var t,n=1,i=arguments.length;n<i;n++)for(var r in t=arguments[n])Object.prototype.hasOwnProperty.call(t,r)&&(e[r]=t[r]);return e},r=this&&this.__awaiter', '', 'function(e,t,n,i){return new(n', '', '(n=Promise))(function(r,o){function u(e){try{s(i.next(e))}catch(e){o(e)}}function a(e){try{s(i.throw(e))}catch(e){o(e)}}function s(e){e.done?r(e.value):new n(function(t){t(e.value)}).then(u,a)}s((i=i.apply(e,t', '', '[])).next())})},o=this&&this.__generator', '', 'function(e,t){var n,i,r,o,u={label:0,sent:function(){if(1&r[0])throw r[1];return r[1]},trys:[],ops:[]};return o={next:a(0),throw:a(1),return:a(2)},""function""==typeof Symbol&&(o[Symbol.iterator]=function(){return this}),o;function a(o){return function(a){return function(o){if(n)throw new TypeError(""Generator is already executing."");for(;u;)try{if(n=1,i&&(r=2&o[0]?i.return:o[0]?i.throw', '', '((r=i.return)&&r.call(i),0):i.next)&&!(r=r.call(i,o[1])).done)return r;switch(i=0,r&&(o=[2&o[0],r.value]),o[0]){case 0:case 1:r=o;break;case 4:return u.label++,{value:o[1],done:!1};case 5:u.label++,i=o[1],o=[0];continue;case 7:o=u.ops.pop(),u.trys.pop();continue;default:if(!(r=(r=u.trys).length>0&&r[r.length-1])&&(6===o[0]', '', '2===o[0])){u=0;continue}if(3===o[0]&&(!r', '', 'o[1]>r[0]&&o[1]<r[3])){u.label=o[1];break}if(6===o[0]&&u.label<r[1]){u.label=r[1],r=o;break}if(r&&u.label<r[2]){u.label=r[2],u.ops.push(o);break}r[2]&&u.ops.pop(),u.trys.pop();continue}o=t.call(e,u)}catch(e){o=[6,e],i=0}finally{n=r=0}if(5&o[0])throw o[1];return{value:o[0]?o[1]:void 0,done:!0}}([o,a])}}};t.__esModule=!0;var u=n(11),a=n(5),s=n(8);function c(){try{return window!==window.top}catch(e){return!1}}function l(e){return void 0===e&&(e=(new Date).getTime()),{version:""0.0.20"",href:window.location.href,referrer:document.referrer,start_time:e,event_time:(new Date).getTime(),iframe:c()?1:0}}t.isInIframe=c,t.buildMetaData=l;var f=function(){return function(e){void 0===e&&(e=[]);var t=this;this.version=""0.0.20"",this.pixelIds=[],this.actionQueue=[],this.queueAction=function(e,n,i){var r=t.actionQueue;t.pixelIds.length', '', '""init""===e?t.processAction(e,n,i):(a.logger.debug(""Queue action ""+e+""(\'""+n+""\')""),r.push({action:e,actionValue:n,params:i}))},this.processActionQueue=function(){var e=t,n=e.pixelIds,i=e.actionQueue;if(n.length)for(var r=i.shift();r;){var o=r.action,u=r.actionValue,a=r.params;t.processAction(o,u,a),r=i.shift()}else{var s=i.reduce(function(e,t){return e[""init""!==t.action', '', 'e[0].length?1:0].push(t),e},[[],[]]),c=s[0][0],l=void 0===c?null:c,f=s[1];t.actionQueue=f,l&&t.init(l.actionValue)}},this.track=function(e,n){var r={};n&&(n.hasOwnProperty(""url"")&&(r.href=n.url),n.hasOwnProperty(""referrer"")&&(r.referrer=n.referrer)),t.pixelIds.forEach(function(o){var a=o.pixelId,s=o.initTime,c={event:e,params:i({},n,{pixel_id:a,init_time:s,floc_id:t.flocId},l(t.startTime),r)};u.sendTrackEvent(c)})},this.init=function(e){if(t.pixelIds.filter(function(t){return t.pixelId===e}).length)a.logger.error(""Init called multiple times with ""+e);else{a.logger.debug(""Initialize with ID: ""+e);var n={pixelId:e,initTime:(new Date).getTime()};t.pixelIds.push(n),s.broadcastEvent(s.INIT_PIXEL,{pixel:n}),t.processActionQueue()}},this.processAction=function(e,n,i){""init""===e?t.init(n):""event""===e?t.track(n,i):a.logger.error(""Could not find action \'""+e+""\'"")},this.startTime=(new Date).getTime(),this.actionQueue=e;var n=this.startTime,c=this.version;(function(){return r(this,void 0,void 0,function(){return o(this,function(e){switch(e.label){case 0:return e.trys.push([0,3,,4]),document.interestCohort?[4,document.interestCohort()]:[3,2];case 1:return[2,e.sent().id];case 2:return[3,4];case 3:return e.sent(),[3,4];case 4:return[2]}})})})().then(function(e){t.flocId=e,t.processActionQueue(),s.broadcastEvent(s.START_PIXIE,{startTime:n,version:c})})}}();t.Pixie=f},function(e,t,n){""use strict"";var i=this&&this.__assign', '', 'Object.assign', '', 'function(e){for(var t,n=1,i=arguments.length;n<i;n++)for(var r in t=arguments[n])Object.prototype.hasOwnProperty.call(t,r)&&(e[r]=t[r]);return e};t.__esModule=!0;var r=n(5),o=n(14),u=n(8),a=0;function s(e,n,r){return new o.Pixel({properties:function(e){return Object.keys(e).reduce(function(n,i){var r=t.propertyMap[i]', '', 'i,o=e[i],u=o instanceof Array?o:[o];return n.concat(u.map(function(e){return{key:r,value:""object""==typeof e?JSON.stringify(e):e}}))},[])}(i({event:e},n)),onComplete:r})}t.propertyMap={pixel_id:""pi"",event:""e"",version:""v"",value:""va"",currency:""c"",item_name:""in"",item_type:""itp"",item_id:""ii"",items:""i"",item_category:""ic"",href:""u"",referrer:""r"",start_time:""st"",init_time:""it"",event_time:""et"",iframe:""if"",floc_id:""fid""},t.buildPixel=s,t.sendTrackEvent=function(e){var t=e.event,n=e.params;r.logger.debug(""Track event: \'""+t+""\'"");var o=i({eventRequestId:++a},e);u.broadcastEvent(u.TRACK_PIXEL_EVENT,{trackEvent:o}),s(t,n,function(e,t){u.broadcastEvent(e?u.TRACK_PIXEL_EVENT_SUCCESS:u.TRACK_PIXEL_EVENT_FAILURE,{trackEvent:i({},o,{loadDuration:t})})}).send()}},,,function(e,t,n){""use strict"";t.__esModule=!0;var i=n(6),r=n(5),o=n(15),u=function(){return function(e){var t=this;this.startTime=0,this.endTime=0,this.isSent=!1,this.addProperty=function(e,n){t.properties.push({key:e,value:n})},this.send=function(){if(!t.isSent){var e=t.buildURL();r.logger.debug(""Request pixel URL: ""+e);var n=new Image(1,1);n.src=e,n.onerror=t.onPixelLoad(!1),n.onload=t.onPixelLoad(!0),t.startTime=o.Timer.now()}},this.buildURL=function(){var e=t.properties.filter(function(e){e.key;var t=e.value;return null!=t&&""""!==t}).map(function(e){return[e.key,e.value].map(encodeURIComponent).join(""="")}).join(""&"");return t.baseURL+""?""+e},this.onPixelLoad=function(e){return function(){t.isSent=!0,t.endTime=o.Timer.now();var n=o.Timer.diff(t.startTime,t.endTime);t.logger.debug(""Pixel Load ""+(e?""Succeeded"":""Failed"")+"" - Start: ""+new Date(t.startTime)+"", End: ""+new Date(t.endTime)+"", Duration ""+n+"" ms""),t.onComplete&&t.onComplete(e,n)}},this.baseURL=e.baseURL', '', 'i.config.baseURL,this.logger=e.logger', '', 'r.logger,this.properties=e.properties', '', '[],this.onComplete=e.onComplete}}();t.Pixel=u},function(e,t,n){""use strict"";t.__esModule=!0;var i=function(){function e(){}return e.now=function(){return(new Date).getTime()},e.diff=function(e,t){return t-e},e}();t.Timer=i},,,,,,,,,,,,function(e,t,n){""use strict"";t.__esModule=!0;var i=n(10),r=n(6),o=n(5),u=window&&window.pixie', '', '{},a=u.actionQueue,s=void 0===a?[]:a,c=u.config,l=void 0===c?{}:c;r.config.applyConfig(l),o.logger.info(""Create pixie client with config:"",r.config),window.pixie=new i.Pixie(s).queueAction}]);']"
